Slice	X	Y	AREA
1219	68	67	110
1220	69	67	107
1221	69	67	95
1222	69	67	101
1223	69	67	98
1224	69	67	103
1225	68	67	106
1226	69	67	100
1227	69	67	101
1228	69	67	100
1229	69	67	99
1230	69	67	99
1231	69	67	102
1232	67	67	109
1233	68	67	112
1234	68	67	114
1235	68	67	110
1236	68	67	113
1237	67	67	107
1238	67	67	119
1239	68	67	126
1240	68	67	118
1241	68	67	101
1242	68	67	107
1243	68	67	100
1244	68	67	107
1245	68	67	102
1246	68	67	105
1247	69	67	99
1248	68	67	107
1249	68	67	109
1250	68	67	108
1251	68	66	111
1252	69	67	109
1253	68	67	130
1254	67	67	129
1255	67	68	110
1256	70	68	120
1257	69	68	123
1258	69	66	91
1258	69	56	34	f
1259	68	64	59
1259	70	56	53	f
1260	68	52	93
1261	65	43	112
1262	64	35	147
1263	63	27	163
1264	63	23	139
1265	62	23	166
1266	60	22	156
1267	55	18	105
1267	44	13	37	f
1268	55	18	105
1269	46	19	131
1270	39	21	136
1271	31	23	80
1272	31	22	69
1273	31	22	73
1274	31	22	76
1275	31	22	NP
1276	31	22	NP
1277	13	13	31
1278	15	12	42
1279	15	12	NP
1280	15	12	NP
1281	15	12	NP
1282	15	12	NP
1283	15	12	NP
1284	15	12	NP
1285	15	12	NP
1286	15	12	NP
1287	15	12	NP
1288	15	12	NP
1289	15	12	NP
1290	15	12	NP
1291	36	15	138
1292	40	14	127
1293	40	14	131
1294	40	14	130
1295	38	14	123
1296	38	14	106
1297	38	14	123
1298	37	15	92
1299	38	16	131
1300	42	16	98
1301	44	16	92
1302	45	17	82
1303	44	16	56
1304	45	17	43
1305	45	17	NP
1306	45	17	NP
1307	44	16	49
1308	44	16	94
1309	43	13	109
1310	43	14	122
1311	43	13	111
1312	43	13	113
1313	43	13	111
1314	43	13	114
1315	43	13	109
1316	43	14	114
1317	43	13	100
1318	42	13	91
1319	42	13	88
1320	43	13	108
1321	42	13	107
1322	43	13	117
1323	43	13	125
1324	43	13	118
1325	43	14	130
1326	44	18	110
1327	43	18	125
1328	40	19	130
1329	34	19	98
1330	17	33	31
1331	19	35	70
1332	18	38	148
1333	18	49	162
1334	19	58	163
1335	19	69	168
1336	18	75	180
1337	17	75	183
1338	16	75	176
1339	18	74	160
1340	19	73	158
1341	20	74	177
1342	20	74	172
1343	23	81	161
1344	27	86	108
1345	27	85	109
1346	28	85	96
1346	41	85	39	f
1347	28	85	99
1347	41	86	43	f
1348	28	86	103
1348	41	86	37	f
1349	29	86	101
1349	40	86	30	f
1350	28	86	101
1350	40	86	34	f
1351	28	85	101
1351	41	87	43	f
1352	30	85	82
1352	41	90	51	f
1353	44	91	127
1354	46	90	159
1355	51	86	175
1356	53	87	159
1357	53	87	163
1358	53	87	158
1359	53	86	165
1360	53	86	172
1361	54	86	174
1362	54	87	163
1363	54	87	168
1364	52	87	158
1365	52	87	159
1366	52	87	160
1367	63	81	173
1368	67	79	168
1369	68	81	165
1370	71	84	192
1371	71	84	182
1372	72	85	169
1373	71	83	157
1374	69	82	154
1375	69	80	155
1376	69	80	150
1377	69	80	149
1378	69	80	149
1379	68	80	155
1380	68	77	153
1381	67	74	159
1382	68	67	110
1383	67	67	117
1384	67	66	104
1385	68	67	95
1386	68	66	87
1386	69	56	33	f
1387	69	54	82
1388	70	45	140
1389	71	36	148
1390	71	35	159
1391	70	33	160
1392	68	25	152
1393	66	21	154
1394	63	19	171
1395	65	21	139
1396	64	21	155
1397	66	21	126
1398	67	22	121
1399	67	21	128
1400	67	19	149
1401	67	19	147
1402	68	17	142
1403	72	16	144
1404	82	16	141
1405	82	16	130
1406	78	14	63
1406	86	17	55	f
1407	80	15	113
1408	77	14	64
1408	84	18	37	f
1409	77	14	76
1409	84	18	30	f
1410	77	14	75
1411	77	14	76
1411	86	18	35	f
1412	76	13	67
1412	86	16	38	f
1413	76	14	68
1413	86	15	37	f
1414	76	15	71
1414	85	14	53	f
1415	76	15	70
1415	87	14	43	f
1416	76	15	70
1416	86	14	51	f
1417	76	15	64
1417	86	15	59	f
1418	86	16	126
1419	90	15	128
1420	93	16	152
1421	101	13	182
1422	113	14	172
1423	116	13	175
1424	115	14	168
1425	111	14	163
1426	111	15	155
1427	111	18	163
1428	112	20	155
1429	114	27	157
1430	116	28	144
1431	121	43	167
1432	122	51	169
1433	123	62	182
1434	123	66	183
1435	122	69	169
1436	120	74	171
1437	119	78	178
1438	116	80	175
1439	114	80	191
1440	114	80	185
1441	114	80	181
1442	115	80	167
1443	115	80	162
1444	117	80	158
1445	117	86	157
1446	119	86	164
1447	119	85	146
1448	117	85	158
1449	105	91	147
1450	102	92	118
1451	100	91	93
1451	89	89	30	f
1452	100	91	86
1453	100	91	89
1454	100	91	94
1455	98	91	131
1456	100	91	93
1457	99	91	77
1457	90	85	48	f
1458	90	87	158
1459	86	86	148
1460	86	86	150
1461	74	91	170
1462	57	92	169
1463	55	92	166
1464	56	92	164
1465	55	92	170
1466	51	91	156
1467	50	88	171
1468	49	87	185
1469	49	91	143
1470	49	91	138
1471	51	91	143
1472	56	92	132
1473	60	90	130
1474	61	89	140
1475	64	90	155
1476	64	89	147
1477	62	87	141
1478	67	88	167
1479	74	86	182
1480	80	84	184
1481	83	85	171
1482	80	86	158
1483	77	86	137
1484	76	85	140
1485	76	85	139
1486	76	87	145
1487	72	83	179
1488	68	80	160
1489	68	83	165
1490	60	85	175
1491	55	89	166
1492	54	89	163
1493	51	87	168
1494	49	86	163
1495	50	87	148
1496	49	87	127
1497	48	85	119
1498	51	88	131
1499	56	91	134
1500	54	91	155
1501	54	91	152
1502	55	91	144
1503	54	89	139
1504	56	87	160
1505	63	80	162
1506	67	75	167
