Slice	X	Y	AREA
1004	54	91	137
1005	54	92	133
1006	55	90	158
1007	55	91	165
1008	57	91	156
1009	56	89	147
1010	52	87	160
1011	54	88	141
1012	60	82	162
1013	67	73	173
1014	71	68	124
1015	68	64	70
1015	66	54	50	f
1016	69	45	140
1017	68	39	129
1018	66	31	125
1019	60	24	137
1020	56	21	150
1021	46	17	144
1022	42	14	145
1023	43	16	145
1024	37	19	132
1025	33	19	94
1026	33	19	NP
1027	33	19	NP
1028	14	21	36
1029	16	17	90
1030	15	18	96
1031	15	19	88
1032	14	19	92
1033	15	19	87
1034	15	19	NP
1035	15	19	NP
1036	19	34	47
1037	19	41	141
1038	21	57	155
1039	22	81	156
1040	25	87	101
1041	24	86	89
1042	27	85	76
1043	29	86	75
1044	28	86	63
1045	28	86	64
1046	30	87	54
1047	29	86	63
1047	41	88	31	f
1048	43	88	108
1049	52	90	168
1050	65	87	150
1051	69	84	148
1052	69	80	173
1053	67	75	156
1054	67	72	141
1055	67	72	150
1056	68	71	163
1057	68	70	143
1058	68	69	121
1059	68	67	113
1060	69	68	130
1061	68	68	124
1062	68	69	132
1063	68	71	135
1064	68	71	132
1065	68	71	131
1066	68	71	135
1067	68	71	127
1068	67	72	132
1069	67	72	114
1070	68	72	128
1071	67	72	126
1072	67	72	130
1073	66	71	131
1074	67	72	134
1075	67	71	133
1076	67	71	125
1077	67	71	136
1078	67	71	132
1079	67	71	134
1080	67	71	125
1081	68	71	139
1082	68	71	127
1083	69	72	135
1084	69	73	124
1085	70	74	117
1086	67	74	114
1087	68	73	148
1088	67	71	150
1089	67	65	84
1090	67	49	132
1091	70	41	130
1092	69	39	130
1093	67	32	144
1094	66	30	134
1095	67	30	126
1096	66	30	145
1097	63	22	147
1098	55	18	154
1099	47	20	163
1100	38	21	143
1101	38	21	NP
1102	38	21	NP
1103	38	21	NP
1104	38	21	NP
1105	38	21	NP
1106	38	21	NP
1107	24	18	30
1108	19	39	137
1109	16	51	172
1110	16	59	159
1111	19	67	155
1112	20	69	159
1113	20	69	164
1114	20	69	160
1115	20	68	140
1116	20	76	158
1117	22	86	148
1118	21	86	163
1119	22	86	144
1120	26	86	95
1121	30	86	54
1121	41	86	50	f
1122	43	88	88
